"NombreMunicipio","CodigoMunicipio","Ubicacion","NombreRegion","CodigoRegion","Año","NumeroCasos","TasaXMilHabitantes"
"Frontino","05284","POINT (-76.128568 6.77975)","OCCIDENTE","6","2007","83","3.7"
"Giraldo","05306","POINT (-75.953365 6.680421)","OCCIDENTE","6","2007","20","4"
"Girardota","05308","POINT (-75.446101 6.377536)","VALLE DE ABURRA","1","2007","204","4.8"
"Gómez Plata","05310","POINT (-75.219375 6.681523)","NORTE","5","2007","55","5.7"
"Granada","05313","POINT (-75.18443 6.14432)","ORIENTE","7","2007","52","3.9"
"Guadalupe","05315","POINT (-75.240458 6.814987)","NORTE","5","2007","27","4.1"
"Guarne","05318","POINT (-75.442619 6.279958)","ORIENTE","7","2007","187","4.1"
"Guatapé","05321","POINT (-75.161723 6.234276)","ORIENTE","7","2007","34","4.9"
"Heliconia","05347","POINT (-75.733349 6.207128)","OCCIDENTE","6","2007","28","4.4"
"Hispania","05353","POINT (-75.907416 5.799621)","SUROESTE","8","2007","17","3.2"
"Itagüí","05360","POINT (-75.609585 6.172619)","VALLE DE ABURRA","1","2007","1093","4.8"
"Ituango","05361","POINT (-75.764081 7.172568)","NORTE","5","2007","109","4.2"
"Jardín","05364","POINT (-75.819483 5.599097)","SUROESTE","8","2007","103","7.4"
"Jericó","05368","POINT (-75.786118 5.791557)","SUROESTE","8","2007","69","4.8"
"La Ceja","05376","POINT (-75.431681 6.030682)","ORIENTE","7","2007","257","4.9"
"La Estrella","05380","POINT (-75.643382 6.157644)","VALLE DE ABURRA","1","2007","271","4.7"
"La Pintada","05390","POINT (-75.606525 5.747143)","SUROESTE","8","2007","36","3.7"
"La Unión","05400","POINT (-75.361241 5.973832)","ORIENTE","7","2007","91","4.8"
"Liborina","05411","POINT (-75.811313 6.67786)","OCCIDENTE","6","2007","48","4.6"
"Maceo","05425","POINT (-74.673429 6.530691)","MAGDALENA MEDIO","3","2007","37","4.3"
"Marinilla","05440","POINT (-75.334772 6.173718)","ORIENTE","7","2007","185","3.4"
"Medellín","05001","POINT (-75.564739 6.253104)","VALLE DE ABURRA","1","2007","11535","5.5"
"Montebello","05467","POINT (-75.524621 5.945694)","SUROESTE","8","2007","50","6.6"
"Murindó","05475","POINT (-76.82131 6.981328)","URABA","9","2007","14","3.7"
"Mutatá","05480","POINT (-76.436928 7.245319)","URABA","9","2007","47","3.8"
"Nariño","05483","POINT (-75.176323 5.609727)","ORIENTE","7","2007","67","5.5"
"Nechí","05495","POINT (-74.775013 8.095003)","BAJO CAUCA","2","2007","72","3.4"
"Necoclí","05490","POINT (-76.786829 8.424299)","URABA","9","2007","120","3.2"
"Olaya","05501","POINT (-75.81238 6.628142)","OCCIDENTE","6","2007","16","5.1"
"Peque","05543","POINT (-75.908927 7.021696)","OCCIDENTE","6","2007","14","1.8"
"Pueblorrico","05576","POINT (-75.841914 5.790844)","SUROESTE","8","2007","41","4.6"
"Puerto Berrío","05579","POINT (-74.402022 6.490753)","MAGDALENA MEDIO","3","2007","256","7.2"
"Puerto Nare","05585","POINT (-74.581675 6.187952)","MAGDALENA MEDIO","3","2007","62","4.1"
"Puerto Triunfo","05591","POINT (-74.640079 5.87335)","MAGDALENA MEDIO","3","2007","67","4.6"
"Remedios","05604","POINT (-74.69368 7.02808)","NORDESTE","4","2007","105","4.2"
"Rionegro","05615","POINT (-75.373872 6.153548)","ORIENTE","7","2007","468","4.3"
"Sabanalarga","05628","POINT (-75.818245 6.850482)","OCCIDENTE","6","2007","35","4.1"
"Sabaneta","05631","POINT (-75.615491 6.15156)","VALLE DE ABURRA","1","2007","224","3.6"
"Salgar","05642","POINT (-75.979184 5.963438)","SUROESTE","8","2007","99","5.1"
"San Andrés de Cuerquia","05647","POINT (-75.67649 6.914739)","NORTE","5","2007","36","4.7"
"San Carlos","05649","POINT (-74.992086 6.188726)","ORIENTE","7","2007","82","4.2"
"San Francisco","05652","POINT (-75.102069 5.964854)","ORIENTE","7","2007","40","6.7"
"San Jerónimo","05656","POINT (-75.72792 6.442677)","OCCIDENTE","6","2007","61","4.4"
"San José de La Montaña","05658","POINT (-75.683472 6.848958)","NORTE","5","2007","11","3.3"
"San Juan de Urabá","05659","POINT (-76.524538 8.766496)","URABA","9","2007","40","2.4"
"San Luis","05660","POINT (-74.994436 6.042772)","ORIENTE","7","2007","62","4.6"
"San Pedro de Los Milagros","05664","POINT (-75.555959 6.461815)","NORTE","5","2007","95","4.9"
"San Pedro de Urabá","05665","POINT (-76.382921 8.277916)","URABA","9","2007","83","3"
"San Rafael","05667","POINT (-75.028257 6.295426)","ORIENTE","7","2007","72","4.4"
"San Roque","05670","POINT (-75.019485 6.485044)","NORDESTE","4","2007","100","4.8"
"San Vicente","05674","POINT (-75.331782 6.282678)","ORIENTE","7","2007","88","4.1"
"Santa Bárbara","05679","POINT (-75.568167 5.874215)","SUROESTE","8","2007","151","5.4"
"Santa Fe de Antioquia","05042","POINT (-75.827742 6.556455)","OCCIDENTE","6","2007","136","5.7"
"Santa Rosa de Osos","05686","POINT (-75.460696 6.648965)","NORTE","5","2007","173","5.4"
"Santo Domingo","05690","POINT (-75.164398 6.471292)","NORDESTE","4","2007","64","4.7"
"Segovia","05736","POINT (-75.164407 6.471289)","NORDESTE","4","2007","199","6.1"
"Sonsón","05756","POINT (-75.31098 5.709254)","ORIENTE","7","2007","227","6"
"Sopetrán","05761","POINT (-75.742487 6.500955)","OCCIDENTE","6","2007","71","4.9"
"Támesis","05789","POINT (-75.712508 5.662788)","SUROESTE","8","2007","118","6.6"
"Tarazá","05790","POINT (-75.39983 7.58049)","BAJO CAUCA","2","2007","213","9.3"
"Tarso","05792","POINT (-75.82213 5.865469)","SUROESTE","8","2007","25","3.9"
"Titiribí","05809","POINT (-75.793717 6.063419)","SUROESTE","8","2007","79","6.6"
"Toledo","05819","POINT (-75.691555 7.01096)","NORTE","5","2007","25","4.6"
"Turbo","05837","POINT (-76.728476 8.095151)","URABA","9","2007","489","4.6"
"Uramita","05842","POINT (-76.266639 7.001396)","OCCIDENTE","6","2007","38","5"
"Urrao","05847","POINT (-76.134557 6.317018)","SUROESTE","8","2007","163","5.6"
"Valdivia","05854","POINT (-75.391627 7.292119)","NORTE","5","2007","161","11.9"
"Valparaíso","05856","POINT (-75.62448 5.616356)","SUROESTE","8","2007","44","5.7"
"Vegachí","05858","POINT (-74.798745 6.77151)","NORDESTE","4","2007","55","4.6"
"Venecia","05861","POINT (-75.733897 5.963555)","SUROESTE","8","2007","79","6.6"
"Vigía del Fuerte","05873","POINT (-76.896085 6.589081)","URABA","9","2007","13","1.6"
"Yalí","05885","POINT (-74.842107 6.675328)","NORDESTE","4","2007","33","4.3"
"Yarumal","05887","POINT (-75.416733 6.963321)","NORTE","5","2007","241","6.2"
"Yolombó","05890","POINT (-75.01183 6.59926)","NORDESTE","4","2007","117","5.3"
"Yondó","05893","POINT (-73.909599 7.007398)","MAGDALENA MEDIO","3","2007","64","4.2"
"Zaragoza","05895","POINT (-74.868261 7.492548)","BAJO CAUCA","2","2007","98","4.1"
"Abejorral","05002","POINT (-75.427045 5.79145)","ORIENTE","7","2008","111","5"
"Abriaquí","05004","POINT (-76.064563 6.63197)","OCCIDENTE","6","2008","10","3.8"
"Alejandría","05021","POINT (-75.141258 6.376923)","ORIENTE","7","2008","19","4.1"
"Amagá","05030","POINT (-75.703216 6.04063)","SUROESTE","8","2008","157","5.7"
"Amalfi","05031","POINT (-75.075028 6.907385)","NORDESTE","4","2008","122","5.2"
"Andes","05034","POINT (-75.877699 5.655629)","SUROESTE","8","2008","226","5.4"
"Angelópolis","05036","POINT (-75.710262 6.111531)","SUROESTE","8","2008","22","3.8"
"Angostura","05038","POINT (-75.334973 6.885789)","NORTE","5","2008","60","5"
"Anorí","05040","POINT (-75.145827 7.073577)","NORDESTE","4","2008","68","4.2"
"Anzá","05044","POINT (-75.854027 6.303405)","OCCIDENTE","6","2008","25","3.6"
"Apartadó","05045","POINT (-76.630692 7.887047)","URABA","9","2008","422","4.3"
"Arboletes","05051","POINT (-76.427353 8.852936)","URABA","9","2008","73","2.5"
"Argelia","05055","POINT (-75.142821 5.731236)","ORIENTE","7","2008","54","5.9"
"Armenia","05059","POINT (-75.787666 6.156497)","OCCIDENTE","6","2008","20","3.5"
"Barbosa","05079","POINT (-75.331286 6.437248)","VALLE DE ABURRA","1","2008","269","5.9"
"Bello","05088","POINT (-75.558281 6.334985)","VALLE DE ABURRA","1","2008","1606","3.8"
"Belmira","05086","POINT (-75.667252 6.606713)","NORTE","5","2008","24","4.1"
"Betania","05091","POINT (-75.976261 5.745292)","SUROESTE","8","2008","49","4.4"
"Betulia","05093","POINT (-75.984594 6.113454)","SUROESTE","8","2008","74","4.8"
"Briceño","05107","POINT (-75.551532 7.110465)","NORTE","5","2008","35","4.2"
"Buriticá","05113","POINT (-75.907102 6.719872)","OCCIDENTE","6","2008","23","2.7"
"Cáceres","05120","POINT (-75.347874 7.582281)","BAJO CAUCA","2","2008","137","5.3"
"Caicedo","05125","POINT (-75.982545 6.406072)","OCCIDENTE","6","2008","37","4.7"
"Caldas","05129","POINT (-75.635534 6.09199)","VALLE DE ABURRA","1","2008","403","5.9"
"Campamento","05134","POINT (-75.29634 6.979113)","NORTE","5","2008","45","4.7"
"Cañasgordas","05138","POINT (-76.025603 6.749957)","OCCIDENTE","6","2008","70","4.2"
"Caracolí","05142","POINT (-74.756712 6.410876)","MAGDALENA MEDIO","3","2008","27","5.3"
"Caramanta","05145","POINT (-75.644483 5.548681)","SUROESTE","8","2008","42","7.4"
"Carepa","05147","POINT (-76.655568 7.755937)","URABA","9","2008","146","3.9"
"Carolina","05150","POINT (-75.281494 6.723626)","NORTE","5","2008","37","9.5"
"Caucasia","05154","POINT (-75.197397 7.989436)","BAJO CAUCA","2","2008","441","5.9"
"Chigorodó","05172","POINT (-76.685044 7.672652)","URABA","9","2008","235","5"
"Cisneros","05190","POINT (-75.087684 6.538526)","NORDESTE","4","2008","63","6.6"
"Ciudad Bolívar","05101","POINT (-76.020994 5.850015)","SUROESTE","8","2008","157","5.8"
"Cocorná","05197","POINT (-75.185273 6.057769)","ORIENTE","7","2008","98","5.4"
"Concepción","05206","POINT (-75.259425 6.394975)","ORIENTE","7","2008","20","3.8"
"Concordia","05209","POINT (-75.907256 6.046154)","SUROESTE","8","2008","103","4.8"
"Copacabana","05212","POINT (-75.508181 6.346097)","VALLE DE ABURRA","1","2008","302","4.5"
"Dabeiba","05234","POINT (-76.266682 7.001567)","OCCIDENTE","6","2008","84","3.8"
"Donmatías","05237","POINT (-75.394608 6.486305)","NORTE","5","2008","91","5.5"
"Ebéjico","05240","POINT (-75.768514 6.326468)","OCCIDENTE","6","2008","79","6"
"El Bagre","05250","POINT (-74.812977 7.60005)","BAJO CAUCA","2","2008","201","4.8"
"El Carmen de Viboral","05148","POINT (-75.335351 6.083283)","ORIENTE","7","2008","180","3.6"
"El Peñol","05541","POINT (-75.161743 6.234274)","ORIENTE","7","2008","111","5.8"
"El Retiro","05607","POINT (-75.502683 6.057336)","ORIENTE","7","2008","80","4"
"El Santuario","05697","POINT (-75.265676 6.139528)","ORIENTE","7","2008","144","4.5"
"Entrerríos","05264","POINT (-75.517037 6.567385)","NORTE","5","2008","26","2.8"
"Envigado","05266","POINT (-75.587333 6.16996)","VALLE DE ABURRA","1","2008","915","4.9"
"Fredonia","05282","POINT (-75.671749 5.927145)","SUROESTE","8","2008","129","5.3"
"Frontino","05284","POINT (-76.128568 6.77975)","OCCIDENTE","6","2008","104","4.7"
"Giraldo","05306","POINT (-75.953365 6.680421)","OCCIDENTE","6","2008","16","3.2"
"Girardota","05308","POINT (-75.446101 6.377536)","VALLE DE ABURRA","1","2008","205","4.7"
"Gómez Plata","05310","POINT (-75.219375 6.681523)","NORTE","5","2008","53","5.5"
"Granada","05313","POINT (-75.18443 6.14432)","ORIENTE","7","2008","65","5"
"Guadalupe","05315","POINT (-75.240458 6.814987)","NORTE","5","2008","32","4.9"
"Guarne","05318","POINT (-75.442619 6.279958)","ORIENTE","7","2008","184","4"
"Guatapé","05321","POINT (-75.161723 6.234276)","ORIENTE","7","2008","30","4.2"
"Heliconia","05347","POINT (-75.733349 6.207128)","OCCIDENTE","6","2008","37","6"
"Hispania","05353","POINT (-75.907416 5.799621)","SUROESTE","8","2008","17","3.2"
"Itagüí","05360","POINT (-75.609585 6.172619)","VALLE DE ABURRA","1","2008","1122","4.8"
"Ituango","05361","POINT (-75.764081 7.172568)","NORTE","5","2008","118","4.5"
"Jardín","05364","POINT (-75.819483 5.599097)","SUROESTE","8","2008","76","5.5"
"Jericó","05368","POINT (-75.786118 5.791557)","SUROESTE","8","2008","58","4.1"
"La Ceja","05376","POINT (-75.431681 6.030682)","ORIENTE","7","2008","242","4.5"
"La Estrella","05380","POINT (-75.643382 6.157644)","VALLE DE ABURRA","1","2008","291","4.9"
"La Pintada","05390","POINT (-75.606525 5.747143)","SUROESTE","8","2008","47","5"
"La Unión","05400","POINT (-75.361241 5.973832)","ORIENTE","7","2008","103","5.4"
"Liborina","05411","POINT (-75.811313 6.67786)","OCCIDENTE","6","2008","42","4"
"Maceo","05425","POINT (-74.673429 6.530691)","MAGDALENA MEDIO","3","2008","61","7.1"
"Marinilla","05440","POINT (-75.334772 6.173718)","ORIENTE","7","2008","195","3.6"
"Medellín","05001","POINT (-75.564739 6.253104)","VALLE DE ABURRA","1","2008","12190","5.7"
"Montebello","05467","POINT (-75.524621 5.945694)","SUROESTE","8","2008","53","7"
"Murindó","05475","POINT (-76.82131 6.981328)","URABA","9","2008","12","3.1"
"Mutatá","05480","POINT (-76.436928 7.245319)","URABA","9","2008","89","7.1"
"Nariño","05483","POINT (-75.176323 5.609727)","ORIENTE","7","2008","61","5.1"
"Nechí","05495","POINT (-74.775013 8.095003)","BAJO CAUCA","2","2008","83","3.9"
"Necoclí","05490","POINT (-76.786829 8.424299)","URABA","9","2008","130","3.5"
"Olaya","05501","POINT (-75.81238 6.628142)","OCCIDENTE","6","2008","10","3.2"
"Peque","05543","POINT (-75.908927 7.021696)","OCCIDENTE","6","2008","23","2.9"
"Pueblorrico","05576","POINT (-75.841914 5.790844)","SUROESTE","8","2008","43","4.8"
"Puerto Berrío","05579","POINT (-74.402022 6.490753)","MAGDALENA MEDIO","3","2008","290","8.1"
"Puerto Nare","05585","POINT (-74.581675 6.187952)","MAGDALENA MEDIO","3","2008","74","5"
"Puerto Triunfo","05591","POINT (-74.640079 5.87335)","MAGDALENA MEDIO","3","2008","78","5.2"
"Remedios","05604","POINT (-74.69368 7.02808)","NORDESTE","4","2008","129","5.1"
"Rionegro","05615","POINT (-75.373872 6.153548)","ORIENTE","7","2008","483","4.3"
"Sabanalarga","05628","POINT (-75.818245 6.850482)","OCCIDENTE","6","2008","44","5.1"
"Sabaneta","05631","POINT (-75.615491 6.15156)","VALLE DE ABURRA","1","2008","228","3.6"
"Salgar","05642","POINT (-75.979184 5.963438)","SUROESTE","8","2008","93","4.8"
"San Andrés de Cuerquia","05647","POINT (-75.67649 6.914739)","NORTE","5","2008","34","4.5"
"San Carlos","05649","POINT (-74.992086 6.188726)","ORIENTE","7","2008","82","4.2"
"San Francisco","05652","POINT (-75.102069 5.964854)","ORIENTE","7","2008","26","4.4"
"San Jerónimo","05656","POINT (-75.72792 6.442677)","OCCIDENTE","6","2008","80","5.8"
"San José de La Montaña","05658","POINT (-75.683472 6.848958)","NORTE","5","2008","11","3.3"
"San Juan de Urabá","05659","POINT (-76.524538 8.766496)","URABA","9","2008","40","2.3"
"San Luis","05660","POINT (-74.994436 6.042772)","ORIENTE","7","2008","64","4.8"
"San Pedro de Los Milagros","05664","POINT (-75.555959 6.461815)","NORTE","5","2008","98","5"
"San Pedro de Urabá","05665","POINT (-76.382921 8.277916)","URABA","9","2008","102","3.6"
"San Rafael","05667","POINT (-75.028257 6.295426)","ORIENTE","7","2008","85","5.2"
"San Roque","05670","POINT (-75.019485 6.485044)","NORDESTE","4","2008","105","5"
"San Vicente","05674","POINT (-75.331782 6.282678)","ORIENTE","7","2008","73","3.4"
"Santa Bárbara","05679","POINT (-75.568167 5.874215)","SUROESTE","8","2008","151","5.4"
"Santa Fe de Antioquia","05042","POINT (-75.827742 6.556455)","OCCIDENTE","6","2008","122","5.1"
"Santa Rosa de Osos","05686","POINT (-75.460696 6.648965)","NORTE","5","2008","145","4.4"
"Santo Domingo","05690","POINT (-75.164398 6.471292)","NORDESTE","4","2008","63","4.7"
"Segovia","05736","POINT (-75.164407 6.471289)","NORDESTE","4","2008","198","6"
"Sonsón","05756","POINT (-75.31098 5.709254)","ORIENTE","7","2008","224","6"
"Sopetrán","05761","POINT (-75.742487 6.500955)","OCCIDENTE","6","2008","76","5.3"
"Támesis","05789","POINT (-75.712508 5.662788)","SUROESTE","8","2008","94","5.3"
"Tarazá","05790","POINT (-75.39983 7.58049)","BAJO CAUCA","2","2008","171","7.4"
"Tarso","05792","POINT (-75.82213 5.865469)","SUROESTE","8","2008","26","4.1"
"Titiribí","05809","POINT (-75.793717 6.063419)","SUROESTE","8","2008","75","6.4"
"Toledo","05819","POINT (-75.691555 7.01096)","NORTE","5","2008","30","5.5"
"Turbo","05837","POINT (-76.728476 8.095151)","URABA","9","2008","503","4.7"
"Uramita","05842","POINT (-76.266639 7.001396)","OCCIDENTE","6","2008","32","4.3"
"Urrao","05847","POINT (-76.134557 6.317018)","SUROESTE","8","2008","167","5.7"
"Valdivia","05854","POINT (-75.391627 7.292119)","NORTE","5","2008","143","10.5"
"Valparaíso","05856","POINT (-75.62448 5.616356)","SUROESTE","8","2008","32","4.2"
"Vegachí","05858","POINT (-74.798745 6.77151)","NORDESTE","4","2008","72","6"
"Venecia","05861","POINT (-75.733897 5.963555)","SUROESTE","8","2008","70","5.8"
"Vigía del Fuerte","05873","POINT (-76.896085 6.589081)","URABA","9","2008","14","1.7"
"Yalí","05885","POINT (-74.842107 6.675328)","NORDESTE","4","2008","36","4.7"
"Yarumal","05887","POINT (-75.416733 6.963321)","NORTE","5","2008","261","6.7"
"Yolombó","05890","POINT (-75.01183 6.59926)","NORDESTE","4","2008","122","5.5"
"Yondó","05893","POINT (-73.909599 7.007398)","MAGDALENA MEDIO","3","2008","64","4.1"
"Zaragoza","05895","POINT (-74.868261 7.492548)","BAJO CAUCA","2","2008","103","4.3"
"Abejorral","05002","POINT (-75.427045 5.79145)","ORIENTE","7","2009","103","4.7"
"Abriaquí","05004","POINT (-76.064563 6.63197)","OCCIDENTE","6","2009","10","3.8"
"Alejandría","05021","POINT (-75.141258 6.376923)","ORIENTE","7","2009","14","3"
"Amagá","05030","POINT (-75.703216 6.04063)","SUROESTE","8","2009","154","5.5"
"Amalfi","05031","POINT (-75.075028 6.907385)","NORDESTE","4","2009","114","4.8"
"Andes","05034","POINT (-75.877699 5.655629)","SUROESTE","8","2009","221","5.3"
"Angelópolis","05036","POINT (-75.710262 6.111531)","SUROESTE","8","2009","35","6"
"Angostura","05038","POINT (-75.334973 6.885789)","NORTE","5","2009","60","5"
"Anorí","05040","POINT (-75.145827 7.073577)","NORDESTE","4","2009","73","4.4"
"Anzá","05044","POINT (-75.854027 6.303405)","OCCIDENTE","6","2009","28","4.1"
"Apartadó","05045","POINT (-76.630692 7.887047)","URABA","9","2009","404","4"
"Arboletes","05051","POINT (-76.427353 8.852936)","URABA","9","2009","121","4.2"
"Argelia","05055","POINT (-75.142821 5.731236)","ORIENTE","7","2009","39","4.4"
"Armenia","05059","POINT (-75.787666 6.156497)","OCCIDENTE","6","2009","32","5.6"
"Barbosa","05079","POINT (-75.331286 6.437248)","VALLE DE ABURRA","1","2009","255","5.6"
"Bello","05088","POINT (-75.558281 6.334985)","VALLE DE ABURRA","1","2009","1628","3.7"
"Belmira","05086","POINT (-75.667252 6.606713)","NORTE","5","2009","23","3.9"
"Betania","05091","POINT (-75.976261 5.745292)","SUROESTE","8","2009","52","4.7"
"Betulia","05093","POINT (-75.984594 6.113454)","SUROESTE","8","2009","82","5.3"
"Briceño","05107","POINT (-75.551532 7.110465)","NORTE","5","2009","39","4.7"
"Buriticá","05113","POINT (-75.907102 6.719872)","OCCIDENTE","6","2009","21","2.4"
"Cáceres","05120","POINT (-75.347874 7.582281)","BAJO CAUCA","2","2009","193","7.4"
"Caicedo","05125","POINT (-75.982545 6.406072)","OCCIDENTE","6","2009","32","4.1"
"Caldas","05129","POINT (-75.635534 6.09199)","VALLE DE ABURRA","1","2009","368","5.3"
"Campamento","05134","POINT (-75.29634 6.979113)","NORTE","5","2009","55","5.8"
"Cañasgordas","05138","POINT (-76.025603 6.749957)","OCCIDENTE","6","2009","71","4.3"
"Caracolí","05142","POINT (-74.756712 6.410876)","MAGDALENA MEDIO","3","2009","27","5.3"
"Caramanta","05145","POINT (-75.644483 5.548681)","SUROESTE","8","2009","32","5.7"
"Carepa","05147","POINT (-76.655568 7.755937)","URABA","9","2009","145","3.8"
"Carolina","05150","POINT (-75.281494 6.723626)","NORTE","5","2009","27","6.9"
"Caucasia","05154","POINT (-75.197397 7.989436)","BAJO CAUCA","2","2009","471","6.2"
"Chigorodó","05172","POINT (-76.685044 7.672652)","URABA","9","2009","215","4.5"
"Cisneros","05190","POINT (-75.087684 6.538526)","NORDESTE","4","2009","89","9.3"
"Ciudad Bolívar","05101","POINT (-76.020994 5.850015)","SUROESTE","8","2009","163","6.1"
"Cocorná","05197","POINT (-75.185273 6.057769)","ORIENTE","7","2009","80","4.5"
"Concepción","05206","POINT (-75.259425 6.394975)","ORIENTE","7","2009","31","5.9"
"Concordia","05209","POINT (-75.907256 6.046154)","SUROESTE","8","2009","106","5"
"Copacabana","05212","POINT (-75.508181 6.346097)","VALLE DE ABURRA","1","2009","311","4.6"
"Dabeiba","05234","POINT (-76.266682 7.001567)","OCCIDENTE","6","2009","93","4.2"
"Donmatías","05237","POINT (-75.394608 6.486305)","NORTE","5","2009","83","4.9"
"Ebéjico","05240","POINT (-75.768514 6.326468)","OCCIDENTE","6","2009","57","4.3"
"El Bagre","05250","POINT (-74.812977 7.60005)","BAJO CAUCA","2","2009","231","5.4"
"El Carmen de Viboral","05148","POINT (-75.335351 6.083283)","ORIENTE","7","2009","179","3.5"
"El Peñol","05541","POINT (-75.161743 6.234274)","ORIENTE","7","2009","95","4.9"
"El Retiro","05607","POINT (-75.502683 6.057336)","ORIENTE","7","2009","76","3.8"
"El Santuario","05697","POINT (-75.265676 6.139528)","ORIENTE","7","2009","134","4.2"
"Entrerríos","05264","POINT (-75.517037 6.567385)","NORTE","5","2009","38","4"
"Envigado","05266","POINT (-75.587333 6.16996)","VALLE DE ABURRA","1","2009","890","4.7"
"Fredonia","05282","POINT (-75.671749 5.927145)","SUROESTE","8","2009","139","5.8"
"Frontino","05284","POINT (-76.128568 6.77975)","OCCIDENTE","6","2009","85","3.8"
"Giraldo","05306","POINT (-75.953365 6.680421)","OCCIDENTE","6","2009","17","3.3"
"Girardota","05308","POINT (-75.446101 6.377536)","VALLE DE ABURRA","1","2009","169","3.8"
"Gómez Plata","05310","POINT (-75.219375 6.681523)","NORTE","5","2009","53","5.5"
"Granada","05313","POINT (-75.18443 6.14432)","ORIENTE","7","2009","44","3.5"
"Guadalupe","05315","POINT (-75.240458 6.814987)","NORTE","5","2009","33","5"
"Guarne","05318","POINT (-75.442619 6.279958)","ORIENTE","7","2009","180","3.8"
"Guatapé","05321","POINT (-75.161723 6.234276)","ORIENTE","7","2009","29","4"
"Heliconia","05347","POINT (-75.733349 6.207128)","OCCIDENTE","6","2009","34","5.5"
"Hispania","05353","POINT (-75.907416 5.799621)","SUROESTE","8","2009","19","3.6"
"Itagüí","05360","POINT (-75.609585 6.172619)","VALLE DE ABURRA","1","2009","1312","5.5"
"Ituango","05361","POINT (-75.764081 7.172568)","NORTE","5","2009","102","3.9"
"Jardín","05364","POINT (-75.819483 5.599097)","SUROESTE","8","2009","85","6.1"
"Jericó","05368","POINT (-75.786118 5.791557)","SUROESTE","8","2009","74","5.3"
"La Ceja","05376","POINT (-75.431681 6.030682)","ORIENTE","7","2009","249","4.5"
"La Estrella","05380","POINT (-75.643382 6.157644)","VALLE DE ABURRA","1","2009","271","4.5"
"La Pintada","05390","POINT (-75.606525 5.747143)","SUROESTE","8","2009","52","5.6"
"La Unión","05400","POINT (-75.361241 5.973832)","ORIENTE","7","2009","108","5.6"
"Liborina","05411","POINT (-75.811313 6.67786)","OCCIDENTE","6","2009","58","5.6"
"Maceo","05425","POINT (-74.673429 6.530691)","MAGDALENA MEDIO","3","2009","38","4.5"
"Marinilla","05440","POINT (-75.334772 6.173718)","ORIENTE","7","2009","191","3.4"
"Medellín","05001","POINT (-75.564739 6.253104)","VALLE DE ABURRA","1","2009","12973","6"
"Montebello","05467","POINT (-75.524621 5.945694)","SUROESTE","8","2009","41","5.5"
"Murindó","05475","POINT (-76.82131 6.981328)","URABA","9","2009","17","4.2"
"Mutatá","05480","POINT (-76.436928 7.245319)","URABA","9","2009","70","5.5"
"Nariño","05483","POINT (-75.176323 5.609727)","ORIENTE","7","2009","54","4.6"
"Nechí","05495","POINT (-74.775013 8.095003)","BAJO CAUCA","2","2009","105","4.8"
"Necoclí","05490","POINT (-76.786829 8.424299)","URABA","9","2009","163","4.3"
"Olaya","05501","POINT (-75.81238 6.628142)","OCCIDENTE","6","2009","20","6.4"
"Peque","05543","POINT (-75.908927 7.021696)","OCCIDENTE","6","2009","17","2.2"
"Pueblorrico","05576","POINT (-75.841914 5.790844)","SUROESTE","8","2009","46","5.2"
"Puerto Berrío","05579","POINT (-74.402022 6.490753)","MAGDALENA MEDIO","3","2009","289","8"
"Puerto Nare","05585","POINT (-74.581675 6.187952)","MAGDALENA MEDIO","3","2009","59","4"
"Puerto Triunfo","05591","POINT (-74.640079 5.87335)","MAGDALENA MEDIO","3","2009","83","5.4"
"Remedios","05604","POINT (-74.69368 7.02808)","NORDESTE","4","2009","114","4.4"
"Rionegro","05615","POINT (-75.373872 6.153548)","ORIENTE","7","2009","438","3.8"
"Sabanalarga","05628","POINT (-75.818245 6.850482)","OCCIDENTE","6","2009","39","4.5"
"Sabaneta","05631","POINT (-75.615491 6.15156)","VALLE DE ABURRA","1","2009","204","3.1"
"Salgar","05642","POINT (-75.979184 5.963438)","SUROESTE","8","2009","98","5.1"
"San Andrés de Cuerquia","05647","POINT (-75.67649 6.914739)","NORTE","5","2009","41","5.5"
"San Carlos","05649","POINT (-74.992086 6.188726)","ORIENTE","7","2009","67","3.5"
"San Francisco","05652","POINT (-75.102069 5.964854)","ORIENTE","7","2009","22","3.7"
"San Jerónimo","05656","POINT (-75.72792 6.442677)","OCCIDENTE","6","2009","76","5.4"
"San José de La Montaña","05658","POINT (-75.683472 6.848958)","NORTE","5","2009","11","3.3"
"San Juan de Urabá","05659","POINT (-76.524538 8.766496)","URABA","9","2009","54","3.1"
"San Luis","05660","POINT (-74.994436 6.042772)","ORIENTE","7","2009","74","5.6"
"San Pedro de Los Milagros","05664","POINT (-75.555959 6.461815)","NORTE","5","2009","96","4.9"
"San Pedro de Urabá","05665","POINT (-76.382921 8.277916)","URABA","9","2009","95","3.3"
"San Rafael","05667","POINT (-75.028257 6.295426)","ORIENTE","7","2009","75","4.6"
"San Roque","05670","POINT (-75.019485 6.485044)","NORDESTE","4","2009","93","4.4"
"San Vicente","05674","POINT (-75.331782 6.282678)","ORIENTE","7","2009","73","3.4"
"Santa Bárbara","05679","POINT (-75.568167 5.874215)","SUROESTE","8","2009","130","4.7"
"Santa Fe de Antioquia","05042","POINT (-75.827742 6.556455)","OCCIDENTE","6","2009","157","6.5"
"Santa Rosa de Osos","05686","POINT (-75.460696 6.648965)","NORTE","5","2009","155","4.7"
