"NombreMunicipio","CodigoMunicipio","Ubicacion","NombreRegion","CodigoRegion","Año","NumeroCasos","TasaXMilHabitantes"
"Ciudad Bolívar","05101","POINT (-76.020994 5.850015)","SUROESTE","8","2012","157","5.9"
"Cocorná","05197","POINT (-75.185273 6.057769)","ORIENTE","7","2012","74","4.4"
"Concepción","05206","POINT (-75.259425 6.394975)","ORIENTE","7","2012","24","4.7"
"Concordia","05209","POINT (-75.907256 6.046154)","SUROESTE","8","2012","83","3.9"
"Copacabana","05212","POINT (-75.508181 6.346097)","VALLE DE ABURRA","1","2012","303","4.3"
"Dabeiba","05234","POINT (-76.266682 7.001567)","OCCIDENTE","6","2012","78","3.5"
"Donmatías","05237","POINT (-75.394608 6.486305)","NORTE","5","2012","75","4.3"
"Ebéjico","05240","POINT (-75.768514 6.326468)","OCCIDENTE","6","2012","74","5.8"
"El Bagre","05250","POINT (-74.812977 7.60005)","BAJO CAUCA","2","2012","218","4.8"
"El Carmen de Viboral","05148","POINT (-75.335351 6.083283)","ORIENTE","7","2012","144","2.7"
"El Peñol","05541","POINT (-75.161743 6.234274)","ORIENTE","7","2012","101","5.1"
"El Retiro","05607","POINT (-75.502683 6.057336)","ORIENTE","7","2012","74","3.5"
"El Santuario","05697","POINT (-75.265676 6.139528)","ORIENTE","7","2012","141","4.3"
"Entrerríos","05264","POINT (-75.517037 6.567385)","NORTE","5","2012","39","3.9"
"Envigado","05266","POINT (-75.587333 6.16996)","VALLE DE ABURRA","1","2012","940","4.6"
"Fredonia","05282","POINT (-75.671749 5.927145)","SUROESTE","8","2012","102","4.2"
"Frontino","05284","POINT (-76.128568 6.77975)","OCCIDENTE","6","2012","86","4"
"Giraldo","05306","POINT (-75.953365 6.680421)","OCCIDENTE","6","2012","14","2.7"
"Girardota","05308","POINT (-75.446101 6.377536)","VALLE DE ABURRA","1","2012","198","4.3"
"Gómez Plata","05310","POINT (-75.219375 6.681523)","NORTE","5","2012","63","6.5"
"Granada","05313","POINT (-75.18443 6.14432)","ORIENTE","7","2012","46","3.9"
"Guadalupe","05315","POINT (-75.240458 6.814987)","NORTE","5","2012","24","3.7"
"Guarne","05318","POINT (-75.442619 6.279958)","ORIENTE","7","2012","184","3.7"
"Guatapé","05321","POINT (-75.161723 6.234276)","ORIENTE","7","2012","29","3.9"
"Heliconia","05347","POINT (-75.733349 6.207128)","OCCIDENTE","6","2012","31","5.3"
"Hispania","05353","POINT (-75.907416 5.799621)","SUROESTE","8","2012","17","3.2"
"Itagüí","05360","POINT (-75.609585 6.172619)","VALLE DE ABURRA","1","2012","1180","4.7"
"Ituango","05361","POINT (-75.764081 7.172568)","NORTE","5","2012","107","4.1"
"Jardín","05364","POINT (-75.819483 5.599097)","SUROESTE","8","2012","87","6.2"
"Jericó","05368","POINT (-75.786118 5.791557)","SUROESTE","8","2012","62","4.4"
"La Ceja","05376","POINT (-75.431681 6.030682)","ORIENTE","7","2012","260","4.5"
"La Estrella","05380","POINT (-75.643382 6.157644)","VALLE DE ABURRA","1","2012","300","4.7"
"La Pintada","05390","POINT (-75.606525 5.747143)","SUROESTE","8","2012","45","5"
"La Unión","05400","POINT (-75.361241 5.973832)","ORIENTE","7","2012","94","4.7"
"Liborina","05411","POINT (-75.811313 6.67786)","OCCIDENTE","6","2012","55","5.4"
"Maceo","05425","POINT (-74.673429 6.530691)","MAGDALENA MEDIO","3","2012","55","6.6"
"Marinilla","05440","POINT (-75.334772 6.173718)","ORIENTE","7","2012","204","3.5"
"Medellín","05001","POINT (-75.564739 6.253104)","VALLE DE ABURRA","1","2012","12255","5.5"
"Montebello","05467","POINT (-75.524621 5.945694)","SUROESTE","8","2012","45","6.3"
"Murindó","05475","POINT (-76.82131 6.981328)","URABA","9","2012","7","1.6"
"Mutatá","05480","POINT (-76.436928 7.245319)","URABA","9","2012","78","6"
"Nariño","05483","POINT (-75.176323 5.609727)","ORIENTE","7","2012","47","4.2"
"Nechí","05495","POINT (-74.775013 8.095003)","BAJO CAUCA","2","2012","55","2.4"
"Necoclí","05490","POINT (-76.786829 8.424299)","URABA","9","2012","129","3.3"
"Olaya","05501","POINT (-75.81238 6.628142)","OCCIDENTE","6","2012","22","7.1"
"Peque","05543","POINT (-75.908927 7.021696)","OCCIDENTE","6","2012","24","3"
"Pueblorrico","05576","POINT (-75.841914 5.790844)","SUROESTE","8","2012","29","3.3"
"Puerto Berrío","05579","POINT (-74.402022 6.490753)","MAGDALENA MEDIO","3","2012","268","7.2"
"Puerto Nare","05585","POINT (-74.581675 6.187952)","MAGDALENA MEDIO","3","2012","77","5.3"
"Puerto Triunfo","05591","POINT (-74.640079 5.87335)","MAGDALENA MEDIO","3","2012","63","3.9"
"Remedios","05604","POINT (-74.69368 7.02808)","NORDESTE","4","2012","250","9.4"
"Rionegro","05615","POINT (-75.373872 6.153548)","ORIENTE","7","2012","478","4"
"Sabanalarga","05628","POINT (-75.818245 6.850482)","OCCIDENTE","6","2012","27","3.1"
"Sabaneta","05631","POINT (-75.615491 6.15156)","VALLE DE ABURRA","1","2012","197","2.8"
"Salgar","05642","POINT (-75.979184 5.963438)","SUROESTE","8","2012","87","4.6"
"San Andrés de Cuerquia","05647","POINT (-75.67649 6.914739)","NORTE","5","2012","32","4.3"
"San Carlos","05649","POINT (-74.992086 6.188726)","ORIENTE","7","2012","71","3.9"
"San Francisco","05652","POINT (-75.102069 5.964854)","ORIENTE","7","2012","25","4.3"
"San Jerónimo","05656","POINT (-75.72792 6.442677)","OCCIDENTE","6","2012","67","4.6"
"San José de La Montaña","05658","POINT (-75.683472 6.848958)","NORTE","5","2012","18","5.2"
"San Juan de Urabá","05659","POINT (-76.524538 8.766496)","URABA","9","2012","62","3.4"
"San Luis","05660","POINT (-74.994436 6.042772)","ORIENTE","7","2012","59","4.5"
"San Pedro de Los Milagros","05664","POINT (-75.555959 6.461815)","NORTE","5","2012","95","4.7"
"San Pedro de Urabá","05665","POINT (-76.382921 8.277916)","URABA","9","2012","103","3.5"
"San Rafael","05667","POINT (-75.028257 6.295426)","ORIENTE","7","2012","64","4"
"San Roque","05670","POINT (-75.019485 6.485044)","NORDESTE","4","2012","113","5.4"
"San Vicente","05674","POINT (-75.331782 6.282678)","ORIENTE","7","2012","65","3"
"Santa Bárbara","05679","POINT (-75.568167 5.874215)","SUROESTE","8","2012","136","5"
"Santa Fe de Antioquia","05042","POINT (-75.827742 6.556455)","OCCIDENTE","6","2012","122","4.9"
"Santa Rosa de Osos","05686","POINT (-75.460696 6.648965)","NORTE","5","2012","170","5"
"Santo Domingo","05690","POINT (-75.164398 6.471292)","NORDESTE","4","2012","46","3.5"
"Segovia","05736","POINT (-75.164407 6.471289)","NORDESTE","4","2012","267","7.7"
"Sonsón","05756","POINT (-75.31098 5.709254)","ORIENTE","7","2012","181","4.9"
"Sopetrán","05761","POINT (-75.742487 6.500955)","OCCIDENTE","6","2012","80","5.5"
"Támesis","05789","POINT (-75.712508 5.662788)","SUROESTE","8","2012","97","5.7"
"Tarazá","05790","POINT (-75.39983 7.58049)","BAJO CAUCA","2","2012","187","7.6"
"Tarso","05792","POINT (-75.82213 5.865469)","SUROESTE","8","2012","23","3.6"
"Titiribí","05809","POINT (-75.793717 6.063419)","SUROESTE","8","2012","52","4.6"
"Toledo","05819","POINT (-75.691555 7.01096)","NORTE","5","2012","36","6.9"
"Turbo","05837","POINT (-76.728476 8.095151)","URABA","9","2012","453","4"
"Uramita","05842","POINT (-76.266639 7.001396)","OCCIDENTE","6","2012","31","4.3"
"Urrao","05847","POINT (-76.134557 6.317018)","SUROESTE","8","2012","122","4.2"
"Valdivia","05854","POINT (-75.391627 7.292119)","NORTE","5","2012","86","6.3"
"Valparaíso","05856","POINT (-75.62448 5.616356)","SUROESTE","8","2012","43","6"
"Vegachí","05858","POINT (-74.798745 6.77151)","NORDESTE","4","2012","93","7.8"
"Venecia","05861","POINT (-75.733897 5.963555)","SUROESTE","8","2012","58","4.9"
"Vigía del Fuerte","05873","POINT (-76.896085 6.589081)","URABA","9","2012","16","1.9"
"Yalí","05885","POINT (-74.842107 6.675328)","NORDESTE","4","2012","31","4.1"
"Yarumal","05887","POINT (-75.416733 6.963321)","NORTE","5","2012","229","5.7"
"Yolombó","05890","POINT (-75.01183 6.59926)","NORDESTE","4","2012","96","4.3"
"Yondó","05893","POINT (-73.909599 7.007398)","MAGDALENA MEDIO","3","2012","76","4.5"
"Zaragoza","05895","POINT (-74.868261 7.492548)","BAJO CAUCA","2","2012","132","5.5"
"Abejorral","05002","POINT (-75.427045 5.79145)","ORIENTE","7","2013","102","4.8"
"Abriaquí","05004","POINT (-76.064563 6.63197)","OCCIDENTE","6","2013","6","2.2"
"Alejandría","05021","POINT (-75.141258 6.376923)","ORIENTE","7","2013","19","4.1"
"Amagá","05030","POINT (-75.703216 6.04063)","SUROESTE","8","2013","165","5.7"
"Amalfi","05031","POINT (-75.075028 6.907385)","NORDESTE","4","2013","104","4.2"
"Andes","05034","POINT (-75.877699 5.655629)","SUROESTE","8","2013","219","5.2"
"Angelópolis","05036","POINT (-75.710262 6.111531)","SUROESTE","8","2013","38","6.6"
"Angostura","05038","POINT (-75.334973 6.885789)","NORTE","5","2013","51","4.4"
"Anorí","05040","POINT (-75.145827 7.073577)","NORDESTE","4","2013","60","3.5"
"Anzá","05044","POINT (-75.854027 6.303405)","OCCIDENTE","6","2013","18","2.6"
"Apartadó","05045","POINT (-76.630692 7.887047)","URABA","9","2013","348","3.2"
"Arboletes","05051","POINT (-76.427353 8.852936)","URABA","9","2013","99","3.4"
"Argelia","05055","POINT (-75.142821 5.731236)","ORIENTE","7","2013","35","4.2"
"Armenia","05059","POINT (-75.787666 6.156497)","OCCIDENTE","6","2013","16","2.9"
"Barbosa","05079","POINT (-75.331286 6.437248)","VALLE DE ABURRA","1","2013","253","5.2"
"Bello","05088","POINT (-75.558281 6.334985)","VALLE DE ABURRA","1","2013","1605","3.4"
"Belmira","05086","POINT (-75.667252 6.606713)","NORTE","5","2013","25","4.2"
"Betania","05091","POINT (-75.976261 5.745292)","SUROESTE","8","2013","37","3.5"
"Betulia","05093","POINT (-75.984594 6.113454)","SUROESTE","8","2013","90","5.8"
"Briceño","05107","POINT (-75.551532 7.110465)","NORTE","5","2013","37","4.5"
"Buriticá","05113","POINT (-75.907102 6.719872)","OCCIDENTE","6","2013","33","3.7"
"Cáceres","05120","POINT (-75.347874 7.582281)","BAJO CAUCA","2","2013","131","4.8"
"Caicedo","05125","POINT (-75.982545 6.406072)","OCCIDENTE","6","2013","23","2.9"
"Caldas","05129","POINT (-75.635534 6.09199)","VALLE DE ABURRA","1","2013","344","4.7"
"Campamento","05134","POINT (-75.29634 6.979113)","NORTE","5","2013","35","3.7"
"Cañasgordas","05138","POINT (-76.025603 6.749957)","OCCIDENTE","6","2013","55","3.4"
"Caracolí","05142","POINT (-74.756712 6.410876)","MAGDALENA MEDIO","3","2013","30","6.2"
"Caramanta","05145","POINT (-75.644483 5.548681)","SUROESTE","8","2013","21","4"
"Carepa","05147","POINT (-76.655568 7.755937)","URABA","9","2013","136","3.2"
"Carolina","05150","POINT (-75.281494 6.723626)","NORTE","5","2013","23","5.9"
"Caucasia","05154","POINT (-75.197397 7.989436)","BAJO CAUCA","2","2013","371","4.5"
"Chigorodó","05172","POINT (-76.685044 7.672652)","URABA","9","2013","208","4"
"Cisneros","05190","POINT (-75.087684 6.538526)","NORDESTE","4","2013","63","6.5"
"Ciudad Bolívar","05101","POINT (-76.020994 5.850015)","SUROESTE","8","2013","146","5.6"
"Cocorná","05197","POINT (-75.185273 6.057769)","ORIENTE","7","2013","91","5.4"
"Concepción","05206","POINT (-75.259425 6.394975)","ORIENTE","7","2013","18","3.6"
"Concordia","05209","POINT (-75.907256 6.046154)","SUROESTE","8","2013","87","4.1"
"Copacabana","05212","POINT (-75.508181 6.346097)","VALLE DE ABURRA","1","2013","317","4.4"
"Dabeiba","05234","POINT (-76.266682 7.001567)","OCCIDENTE","6","2013","60","2.7"
"Donmatías","05237","POINT (-75.394608 6.486305)","NORTE","5","2013","71","4"
"Ebéjico","05240","POINT (-75.768514 6.326468)","OCCIDENTE","6","2013","57","4.5"
"El Bagre","05250","POINT (-74.812977 7.60005)","BAJO CAUCA","2","2013","218","4.7"
"El Carmen de Viboral","05148","POINT (-75.335351 6.083283)","ORIENTE","7","2013","176","3.2"
"El Peñol","05541","POINT (-75.161743 6.234274)","ORIENTE","7","2013","97","4.9"
"El Retiro","05607","POINT (-75.502683 6.057336)","ORIENTE","7","2013","89","4.1"
"El Santuario","05697","POINT (-75.265676 6.139528)","ORIENTE","7","2013","145","4.3"
"Entrerríos","05264","POINT (-75.517037 6.567385)","NORTE","5","2013","24","2.3"
"Envigado","05266","POINT (-75.587333 6.16996)","VALLE DE ABURRA","1","2013","959","4.6"
"Fredonia","05282","POINT (-75.671749 5.927145)","SUROESTE","8","2013","123","5.1"
"Frontino","05284","POINT (-76.128568 6.77975)","OCCIDENTE","6","2013","82","3.8"
"Giraldo","05306","POINT (-75.953365 6.680421)","OCCIDENTE","6","2013","28","5.3"
"Girardota","05308","POINT (-75.446101 6.377536)","VALLE DE ABURRA","1","2013","215","4.6"
"Gómez Plata","05310","POINT (-75.219375 6.681523)","NORTE","5","2013","66","6.9"
"Granada","05313","POINT (-75.18443 6.14432)","ORIENTE","7","2013","38","3.3"
"Guadalupe","05315","POINT (-75.240458 6.814987)","NORTE","5","2013","30","4.6"
"Guarne","05318","POINT (-75.442619 6.279958)","ORIENTE","7","2013","186","3.7"
"Guatapé","05321","POINT (-75.161723 6.234276)","ORIENTE","7","2013","28","3.6"
"Heliconia","05347","POINT (-75.733349 6.207128)","OCCIDENTE","6","2013","36","6.2"
"Hispania","05353","POINT (-75.907416 5.799621)","SUROESTE","8","2013","36","6.7"
"Itagüí","05360","POINT (-75.609585 6.172619)","VALLE DE ABURRA","1","2013","1194","4.7"
"Ituango","05361","POINT (-75.764081 7.172568)","NORTE","5","2013","100","3.8"
"Jardín","05364","POINT (-75.819483 5.599097)","SUROESTE","8","2013","70","4.9"
"Jericó","05368","POINT (-75.786118 5.791557)","SUROESTE","8","2013","59","4.3"
"La Ceja","05376","POINT (-75.431681 6.030682)","ORIENTE","7","2013","281","4.8"
"La Estrella","05380","POINT (-75.643382 6.157644)","VALLE DE ABURRA","1","2013","288","4.4"
"La Pintada","05390","POINT (-75.606525 5.747143)","SUROESTE","8","2013","41","4.7"
"La Unión","05400","POINT (-75.361241 5.973832)","ORIENTE","7","2013","89","4.4"
"Liborina","05411","POINT (-75.811313 6.67786)","OCCIDENTE","6","2013","49","4.8"
"Maceo","05425","POINT (-74.673429 6.530691)","MAGDALENA MEDIO","3","2013","45","5.4"
"Marinilla","05440","POINT (-75.334772 6.173718)","ORIENTE","7","2013","199","3.4"
"Medellín","05001","POINT (-75.564739 6.253104)","VALLE DE ABURRA","1","2013","12104","5.3"
"Montebello","05467","POINT (-75.524621 5.945694)","SUROESTE","8","2013","46","6.5"
"Murindó","05475","POINT (-76.82131 6.981328)","URABA","9","2013","8","1.8"
"Mutatá","05480","POINT (-76.436928 7.245319)","URABA","9","2013","58","4.4"
"Nariño","05483","POINT (-75.176323 5.609727)","ORIENTE","7","2013","50","4.5"
"Nechí","05495","POINT (-74.775013 8.095003)","BAJO CAUCA","2","2013","71","3"
"Necoclí","05490","POINT (-76.786829 8.424299)","URABA","9","2013","132","3.3"
"Olaya","05501","POINT (-75.81238 6.628142)","OCCIDENTE","6","2013","24","7.7"
"Peque","05543","POINT (-75.908927 7.021696)","OCCIDENTE","6","2013","21","2.6"
"Pueblorrico","05576","POINT (-75.841914 5.790844)","SUROESTE","8","2013","47","5.4"
"Puerto Berrío","05579","POINT (-74.402022 6.490753)","MAGDALENA MEDIO","3","2013","224","6"
"Puerto Nare","05585","POINT (-74.581675 6.187952)","MAGDALENA MEDIO","3","2013","44","3"
"Puerto Triunfo","05591","POINT (-74.640079 5.87335)","MAGDALENA MEDIO","3","2013","69","4.2"
"Remedios","05604","POINT (-74.69368 7.02808)","NORDESTE","4","2013","119","4.5"
"Rionegro","05615","POINT (-75.373872 6.153548)","ORIENTE","7","2013","466","3.8"
"Sabanalarga","05628","POINT (-75.818245 6.850482)","OCCIDENTE","6","2013","19","2.2"
"Sabaneta","05631","POINT (-75.615491 6.15156)","VALLE DE ABURRA","1","2013","231","3.2"
"Salgar","05642","POINT (-75.979184 5.963438)","SUROESTE","8","2013","86","4.6"
"San Andrés de Cuerquia","05647","POINT (-75.67649 6.914739)","NORTE","5","2013","42","5.7"
"San Carlos","05649","POINT (-74.992086 6.188726)","ORIENTE","7","2013","67","3.8"
"San Francisco","05652","POINT (-75.102069 5.964854)","ORIENTE","7","2013","17","3"
"San Jerónimo","05656","POINT (-75.72792 6.442677)","OCCIDENTE","6","2013","72","4.9"
"San José de La Montaña","05658","POINT (-75.683472 6.848958)","NORTE","5","2013","15","4.3"
"San Juan de Urabá","05659","POINT (-76.524538 8.766496)","URABA","9","2013","55","3"
"San Luis","05660","POINT (-74.994436 6.042772)","ORIENTE","7","2013","64","4.9"
"San Pedro de Los Milagros","05664","POINT (-75.555959 6.461815)","NORTE","5","2013","108","5.2"
"San Pedro de Urabá","05665","POINT (-76.382921 8.277916)","URABA","9","2013","108","3.7"
"San Rafael","05667","POINT (-75.028257 6.295426)","ORIENTE","7","2013","73","4.6"
"San Roque","05670","POINT (-75.019485 6.485044)","NORDESTE","4","2013","84","4"
"San Vicente","05674","POINT (-75.331782 6.282678)","ORIENTE","7","2013","77","3.5"
"Santa Bárbara","05679","POINT (-75.568167 5.874215)","SUROESTE","8","2013","129","4.8"
"Santa Fe de Antioquia","05042","POINT (-75.827742 6.556455)","OCCIDENTE","6","2013","120","4.8"
"Santa Rosa de Osos","05686","POINT (-75.460696 6.648965)","NORTE","5","2013","141","4.1"
"Santo Domingo","05690","POINT (-75.164398 6.471292)","NORDESTE","4","2013","64","5"
"Segovia","05736","POINT (-75.164407 6.471289)","NORDESTE","4","2013","204","5.8"
"Sonsón","05756","POINT (-75.31098 5.709254)","ORIENTE","7","2013","180","4.9"
"Sopetrán","05761","POINT (-75.742487 6.500955)","OCCIDENTE","6","2013","84","5.7"
"Támesis","05789","POINT (-75.712508 5.662788)","SUROESTE","8","2013","83","4.9"
"Tarazá","05790","POINT (-75.39983 7.58049)","BAJO CAUCA","2","2013","178","7.2"
"Tarso","05792","POINT (-75.82213 5.865469)","SUROESTE","8","2013","19","3"
"Titiribí","05809","POINT (-75.793717 6.063419)","SUROESTE","8","2013","61","5.4"
"Toledo","05819","POINT (-75.691555 7.01096)","NORTE","5","2013","38","7.4"
"Turbo","05837","POINT (-76.728476 8.095151)","URABA","9","2013","496","4.3"
"Uramita","05842","POINT (-76.266639 7.001396)","OCCIDENTE","6","2013","22","3.1"
"Urrao","05847","POINT (-76.134557 6.317018)","SUROESTE","8","2013","141","4.8"
"Valdivia","05854","POINT (-75.391627 7.292119)","NORTE","5","2013","49","3.6"
"Valparaíso","05856","POINT (-75.62448 5.616356)","SUROESTE","8","2013","47","6.7"
"Vegachí","05858","POINT (-74.798745 6.77151)","NORDESTE","4","2013","52","4.4"
"Venecia","05861","POINT (-75.733897 5.963555)","SUROESTE","8","2013","57","4.8"
"Vigía del Fuerte","05873","POINT (-76.896085 6.589081)","URABA","9","2013","7","0.8"
"Yalí","05885","POINT (-74.842107 6.675328)","NORDESTE","4","2013","33","4.4"
"Yarumal","05887","POINT (-75.416733 6.963321)","NORTE","5","2013","213","5.3"
"Yolombó","05890","POINT (-75.01183 6.59926)","NORDESTE","4","2013","93","4.2"
"Yondó","05893","POINT (-73.909599 7.007398)","MAGDALENA MEDIO","3","2013","80","4.7"
"Zaragoza","05895","POINT (-74.868261 7.492548)","BAJO CAUCA","2","2013","152","6.3"
"Abejorral","05002","POINT (-75.427045 5.79145)","ORIENTE","7","2014","141","6.7"
"Abriaquí","05004","POINT (-76.064563 6.63197)","OCCIDENTE","6","2014","17","6.4"
"Alejandría","05021","POINT (-75.141258 6.376923)","ORIENTE","7","2014","25","5.3"
"Amagá","05030","POINT (-75.703216 6.04063)","SUROESTE","8","2014","174","6"
"Amalfi","05031","POINT (-75.075028 6.907385)","NORDESTE","4","2014","102","4.1"
"Andes","05034","POINT (-75.877699 5.655629)","SUROESTE","8","2014","212","5"
"Angelópolis","05036","POINT (-75.710262 6.111531)","SUROESTE","8","2014","39","6.7"
"Angostura","05038","POINT (-75.334973 6.885789)","NORTE","5","2014","53","4.6"
"Anorí","05040","POINT (-75.145827 7.073577)","NORDESTE","4","2014","68","3.9"
"Anzá","05044","POINT (-75.854027 6.303405)","OCCIDENTE","6","2014","31","4.5"
"Apartadó","05045","POINT (-76.630692 7.887047)","URABA","9","2014","389","3.5"
"Arboletes","05051","POINT (-76.427353 8.852936)","URABA","9","2014","135","4.7"
"Argelia","05055","POINT (-75.142821 5.731236)","ORIENTE","7","2014","34","4.1"
"Armenia","05059","POINT (-75.787666 6.156497)","OCCIDENTE","6","2014","27","5"
"Barbosa","05079","POINT (-75.331286 6.437248)","VALLE DE ABURRA","1","2014","247","5.1"
"Bello","05088","POINT (-75.558281 6.334985)","VALLE DE ABURRA","1","2014","1706","3.5"
"Belmira","05086","POINT (-75.667252 6.606713)","NORTE","5","2014","23","3.9"
"Betania","05091","POINT (-75.976261 5.745292)","SUROESTE","8","2014","44","4.1"
"Betulia","05093","POINT (-75.984594 6.113454)","SUROESTE","8","2014","65","4.2"
"Briceño","05107","POINT (-75.551532 7.110465)","NORTE","5","2014","33","4.1"
"Buriticá","05113","POINT (-75.907102 6.719872)","OCCIDENTE","6","2014","34","3.8"
"Cáceres","05120","POINT (-75.347874 7.582281)","BAJO CAUCA","2","2014","122","4.4"
"Caicedo","05125","POINT (-75.982545 6.406072)","OCCIDENTE","6","2014","31","3.8"
"Caldas","05129","POINT (-75.635534 6.09199)","VALLE DE ABURRA","1","2014","406","5.4"
"Campamento","05134","POINT (-75.29634 6.979113)","NORTE","5","2014","42","4.5"
"Cañasgordas","05138","POINT (-76.025603 6.749957)","OCCIDENTE","6","2014","70","4.4"
"Caracolí","05142","POINT (-74.756712 6.410876)","MAGDALENA MEDIO","3","2014","21","4.4"
"Caramanta","05145","POINT (-75.644483 5.548681)","SUROESTE","8","2014","32","6.2"
"Carepa","05147","POINT (-76.655568 7.755937)","URABA","9","2014","146","3.4"
"Carolina","05150","POINT (-75.281494 6.723626)","NORTE","5","2014","36","9.2"
"Caucasia","05154","POINT (-75.197397 7.989436)","BAJO CAUCA","2","2014","389","4.7"
"Chigorodó","05172","POINT (-76.685044 7.672652)","URABA","9","2014","220","4.2"
"Cisneros","05190","POINT (-75.087684 6.538526)","NORDESTE","4","2014","80","8.3"
"Ciudad Bolívar","05101","POINT (-76.020994 5.850015)","SUROESTE","8","2014","155","5.9"
"Cocorná","05197","POINT (-75.185273 6.057769)","ORIENTE","7","2014","92","5.6"
"Concepción","05206","POINT (-75.259425 6.394975)","ORIENTE","7","2014","22","4.5"
"Concordia","05209","POINT (-75.907256 6.046154)","SUROESTE","8","2014","92","4.3"
"Copacabana","05212","POINT (-75.508181 6.346097)","VALLE DE ABURRA","1","2014","323","4.4"
"Dabeiba","05234","POINT (-76.266682 7.001567)","OCCIDENTE","6","2014","81","3.6"
"Donmatías","05237","POINT (-75.394608 6.486305)","NORTE","5","2014","88","4.9"
"Ebéjico","05240","POINT (-75.768514 6.326468)","OCCIDENTE","6","2014","70","5.6"
"El Bagre","05250","POINT (-74.812977 7.60005)","BAJO CAUCA","2","2014","223","4.7"
"El Carmen de Viboral","05148","POINT (-75.335351 6.083283)","ORIENTE","7","2014","196","3.5"
"El Peñol","05541","POINT (-75.161743 6.234274)","ORIENTE","7","2014","94","4.7"
"El Retiro","05607","POINT (-75.502683 6.057336)","ORIENTE","7","2014","77","3.5"
"El Santuario","05697","POINT (-75.265676 6.139528)","ORIENTE","7","2014","151","4.5"
"Entrerríos","05264","POINT (-75.517037 6.567385)","NORTE","5","2014","43","4.1"
"Envigado","05266","POINT (-75.587333 6.16996)","VALLE DE ABURRA","1","2014","902","4.3"
"Fredonia","05282","POINT (-75.671749 5.927145)","SUROESTE","8","2014","104","4.3"
"Frontino","05284","POINT (-76.128568 6.77975)","OCCIDENTE","6","2014","96","4.5"
"Giraldo","05306","POINT (-75.953365 6.680421)","OCCIDENTE","6","2014","28","5.3"
"Girardota","05308","POINT (-75.446101 6.377536)","VALLE DE ABURRA","1","2014","222","4.6"
"Gómez Plata","05310","POINT (-75.219375 6.681523)","NORTE","5","2014","45","4.6"
"Granada","05313","POINT (-75.18443 6.14432)","ORIENTE","7","2014","53","4.7"
"Guadalupe","05315","POINT (-75.240458 6.814987)","NORTE","5","2014","27","4.2"
"Guarne","05318","POINT (-75.442619 6.279958)","ORIENTE","7","2014","221","4.3"
"Guatapé","05321","POINT (-75.161723 6.234276)","ORIENTE","7","2014","30","3.8"
"Heliconia","05347","POINT (-75.733349 6.207128)","OCCIDENTE","6","2014","36","6.3"
"Hispania","05353","POINT (-75.907416 5.799621)","SUROESTE","8","2014","29","5.4"
"Itagüí","05360","POINT (-75.609585 6.172619)","VALLE DE ABURRA","1","2014","1070","4.1"
"Ituango","05361","POINT (-75.764081 7.172568)","NORTE","5","2014","125","4.7"
"Jardín","05364","POINT (-75.819483 5.599097)","SUROESTE","8","2014","98","6.9"
"Jericó","05368","POINT (-75.786118 5.791557)","SUROESTE","8","2014","73","5.3"
"La Ceja","05376","POINT (-75.431681 6.030682)","ORIENTE","7","2014","280","4.7"
"La Estrella","05380","POINT (-75.643382 6.157644)","VALLE DE ABURRA","1","2014","261","4"
"La Pintada","05390","POINT (-75.606525 5.747143)","SUROESTE","8","2014","56","6.5"
"La Unión","05400","POINT (-75.361241 5.973832)","ORIENTE","7","2014","78","3.8"
"Liborina","05411","POINT (-75.811313 6.67786)","OCCIDENTE","6","2014","48","4.7"
"Maceo","05425","POINT (-74.673429 6.530691)","MAGDALENA MEDIO","3","2014","34","4.1"
"Marinilla","05440","POINT (-75.334772 6.173718)","ORIENTE","7","2014","234","3.9"
"Medellín","05001","POINT (-75.564739 6.253104)","VALLE DE ABURRA","1","2014","12382","5.4"
"Montebello","05467","POINT (-75.524621 5.945694)","SUROESTE","8","2014","26","3.7"
"Murindó","05475","POINT (-76.82131 6.981328)","URABA","9","2014","7","1.6"
"Mutatá","05480","POINT (-76.436928 7.245319)","URABA","9","2014","70","5.2"
"Nariño","05483","POINT (-75.176323 5.609727)","ORIENTE","7","2014","79","7.3"
"Nechí","05495","POINT (-74.775013 8.095003)","BAJO CAUCA","2","2014","77","3.2"
"Necoclí","05490","POINT (-76.786829 8.424299)","URABA","9","2014","145","3.6"
"Olaya","05501","POINT (-75.81238 6.628142)","OCCIDENTE","6","2014","10","3.2"
"Peque","05543","POINT (-75.908927 7.021696)","OCCIDENTE","6","2014","30","3.8"
"Pueblorrico","05576","POINT (-75.841914 5.790844)","SUROESTE","8","2014","34","3.9"
"Puerto Berrío","05579","POINT (-74.402022 6.490753)","MAGDALENA MEDIO","3","2014","182","4.8"
"Puerto Nare","05585","POINT (-74.581675 6.187952)","MAGDALENA MEDIO","3","2014","49","3.4"
"Puerto Triunfo","05591","POINT (-74.640079 5.87335)","MAGDALENA MEDIO","3","2014","81","4.9"
"Remedios","05604","POINT (-74.69368 7.02808)","NORDESTE","4","2014","107","4"
"Rionegro","05615","POINT (-75.373872 6.153548)","ORIENTE","7","2014","576","4.6"
"Sabanalarga","05628","POINT (-75.818245 6.850482)","OCCIDENTE","6","2014","42","4.8"
"Sabaneta","05631","POINT (-75.615491 6.15156)","VALLE DE ABURRA","1","2014","249","3.4"
